Mod:Item:MetaData, Localized Name
tfc:gem/jasper:1, Flawed Jasper
tfc:gem/jasper:2, Jasper
tfc:gem/jasper:3, Flawless Jasper
tfc:gem/jasper:4, Exquisite Jasper
tfc:gem/opal:0, Chipped Opal
tfc:gem/opal:1, Flawed Opal
tfc:gem/opal:2, Opal
tfc:gem/opal:3, Flawless Opal
tfc:gem/opal:4, Exquisite Opal
tfc:gem/ruby:0, Chipped Ruby
tfc:gem/ruby:1, Flawed Ruby
tfc:gem/ruby:2, Ruby
tfc:gem/ruby:3, Flawless Ruby
tfc:gem/ruby:4, Exquisite Ruby
tfc:gem/sapphire:0, Chipped Sapphire
tfc:gem/sapphire:1, Flawed Sapphire
tfc:gem/sapphire:2, Sapphire
tfc:gem/sapphire:3, Flawless Sapphire
tfc:gem/sapphire:4, Exquisite Sapphire
tfc:gem/topaz:0, Chipped Topaz
tfc:gem/topaz:1, Flawed Topaz
tfc:gem/topaz:2, Topaz
tfc:gem/topaz:3, Flawless Topaz
tfc:gem/topaz:4, Exquisite Topaz
tfc:gem/tourmaline:0, Chipped Tourmaline
tfc:gem/tourmaline:1, Flawed Tourmaline
tfc:gem/tourmaline:2, Tourmaline
tfc:gem/tourmaline:3, Flawless Tourmaline
tfc:gem/tourmaline:4, Exquisite Tourmaline
tfc:metal/ingot/bismuth, Bismuth Ingot
tfc:metal/ingot/bismuth_bronze, Bismuth Bronze Ingot
tfc:metal/ingot/black_bronze, Black Bronze Ingot
tfc:metal/ingot/brass, Brass Ingot
tfc:metal/ingot/bronze, Bronze Ingot
tfc:metal/ingot/copper, Copper Ingot
tfc:metal/ingot/gold, Gold Ingot
tfc:metal/ingot/lead, Lead Ingot
tfc:metal/ingot/nickel, Nickel Ingot
tfc:metal/ingot/rose_gold, Rose Gold Ingot
tfc:metal/ingot/silver, Silver Ingot
tfc:metal/ingot/tin, Tin Ingot
tfc:metal/ingot/zinc, Zinc Ingot
tfc:metal/ingot/sterling_silver, Sterling Silver Ingot
tfc:metal/ingot/wrought_iron, Wrought Iron Ingot
tfc:metal/ingot/pig_iron, Pig Iron Ingot
tfc:metal/ingot/steel, Steel Ingot
tfc:metal/ingot/platinum, Platinum Ingot
tfc:metal/ingot/black_steel, Black Steel Ingot
tfc:metal/ingot/blue_steel, Blue Steel Ingot
tfc:metal/ingot/red_steel, Red Steel Ingot
tfc:metal/ingot/weak_steel, Weak Steel Ingot
tfc:metal/ingot/weak_blue_steel, Blue Weak Steel Ingot
tfc:metal/ingot/weak_red_steel, Red Weak Steel Ingot
tfc:metal/ingot/high_carbon_steel, High Carbon Steel Ingot
tfc:metal/ingot/high_carbon_blue_steel, Blue High Carbon Steel Ingot
tfc:metal/ingot/high_carbon_red_steel, Red High Carbon Steel Ingot
tfc:metal/ingot/high_carbon_black_steel, Black High Carbon Steel Ingot
tfc:metal/ingot/unknown, Unknown Metal Ingot
tfc:metal/double_ingot/bismuth, Bismuth Double Ingot
tfc:metal/double_ingot/bismuth_bronze, Bismuth Bronze Double Ingot
tfc:metal/double_ingot/black_bronze, Black Bronze Double Ingot
tfc:metal/double_ingot/brass, Brass Double Ingot
tfc:metal/double_ingot/bronze, Bronze Double Ingot
tfc:metal/double_ingot/copper, Copper Double Ingot
tfc:metal/double_ingot/gold, Gold Double Ingot
tfc:metal/double_ingot/lead, Lead Double Ingot
tfc:metal/double_ingot/nickel, Nickel Double Ingot
tfc:metal/double_ingot/rose_gold, Rose Gold Double Ingot
tfc:metal/double_ingot/silver, Silver Double Ingot
tfc:metal/double_ingot/tin, Tin Double Ingot
tfc:metal/double_ingot/zinc, Zinc Double Ingot
tfc:metal/double_ingot/sterling_silver, Sterling Silver Double Ingot
tfc:metal/double_ingot/wrought_iron, Wrought Iron Double Ingot
tfc:metal/double_ingot/pig_iron, Pig Iron Double Ingot
tfc:metal/double_ingot/steel, Steel Double Ingot
tfc:metal/double_ingot/platinum, Platinum Double Ingot
tfc:metal/double_ingot/black_steel, Black Steel Double Ingot
tfc:metal/double_ingot/blue_steel, Blue Steel Double Ingot
tfc:metal/double_ingot/red_steel, Red Steel Double Ingot
tfc:metal/scrap/bismuth, Bismuth Scrap
tfc:metal/scrap/bismuth_bronze, Bismuth Bronze Scrap
tfc:metal/scrap/black_bronze, Black Bronze Scrap
tfc:metal/scrap/brass, Brass Scrap
tfc:metal/scrap/bronze, Bronze Scrap
tfc:metal/scrap/copper, Copper Scrap
tfc:metal/scrap/gold, Gold Scrap
tfc:metal/scrap/lead, Lead Scrap
tfc:metal/scrap/nickel, Nickel Scrap
tfc:metal/scrap/rose_gold, Rose Gold Scrap
tfc:metal/scrap/silver, Silver Scrap
tfc:metal/scrap/tin, Tin Scrap
tfc:metal/scrap/zinc, Zinc Scrap
tfc:metal/scrap/sterling_silver, Sterling Silver Scrap
tfc:metal/scrap/wrought_iron, Wrought Iron Scrap
tfc:metal/scrap/pig_iron, Pig Iron Scrap
tfc:metal/scrap/steel, Steel Scrap
tfc:metal/scrap/platinum, Platinum Scrap
tfc:metal/scrap/black_steel, Black Steel Scrap
tfc:metal/scrap/blue_steel, Blue Steel Scrap
tfc:metal/scrap/red_steel, Red Steel Scrap
tfc:metal/dust/bismuth, Bismuth Dust
tfc:metal/dust/bismuth_bronze, Bismuth Bronze Dust
tfc:metal/dust/black_bronze, Black Bronze Dust
tfc:metal/dust/brass, Brass Dust
tfc:metal/dust/bronze, Bronze Dust
tfc:metal/dust/copper, Copper Dust
tfc:metal/dust/gold, Gold Dust
tfc:metal/dust/lead, Lead Dust
tfc:metal/dust/nickel, Nickel Dust
tfc:metal/dust/rose_gold, Rose Gold Dust
tfc:metal/dust/silver, Silver Dust
tfc:metal/dust/tin, Tin Dust
tfc:metal/dust/zinc, Zinc Dust
tfc:metal/dust/sterling_silver, Sterling Silver Dust
tfc:metal/dust/wrought_iron, Wrought Iron Dust
tfc:metal/dust/pig_iron, Pig Iron Dust
tfc:metal/dust/steel, Steel Dust
tfc:metal/dust/platinum, Platinum Dust
tfc:metal/dust/black_steel, Black Steel Dust
tfc:metal/dust/blue_steel, Blue Steel Dust
tfc:metal/dust/red_steel, Red Steel Dust
tfc:metal/nugget/bismuth, Bismuth Nugget
tfc:metal/nugget/bismuth_bronze, Bismuth Bronze Nugget
tfc:metal/nugget/black_bronze, Black Bronze Nugget
tfc:metal/nugget/brass, Brass Nugget
tfc:metal/nugget/bronze, Bronze Nugget
tfc:metal/nugget/copper, Copper Nugget
tfc:metal/nugget/gold, Gold Nugget
tfc:metal/nugget/lead, Lead Nugget
tfc:metal/nugget/nickel, Nickel Nugget
tfc:metal/nugget/rose_gold, Rose Gold Nugget
tfc:metal/nugget/silver, Silver Nugget
tfc:metal/nugget/tin, Tin Nugget
tfc:metal/nugget/zinc, Zinc Nugget
tfc:metal/nugget/sterling_silver, Sterling Silver Nugget
tfc:metal/nugget/wrought_iron, Wrought Iron Nugget
tfc:metal/nugget/pig_iron, Pig Iron Nugget
tfc:metal/nugget/steel, Steel Nugget
tfc:metal/nugget/platinum, Platinum Nugget
tfc:metal/nugget/black_steel, Black Steel Nugget
tfc:metal/nugget/blue_steel, Blue Steel Nugget
tfc:metal/nugget/red_steel, Red Steel Nugget
tfc:metal/sheet/bismuth, Bismuth Sheet
tfc:metal/sheet/bismuth_bronze, Bismuth Bronze Sheet
tfc:metal/sheet/black_bronze, Black Bronze Sheet
tfc:metal/sheet/brass, Brass Sheet
tfc:metal/sheet/bronze, Bronze Sheet
tfc:metal/sheet/copper, Copper Sheet
tfc:metal/sheet/gold, Gold Sheet
tfc:metal/sheet/lead, Lead Sheet
tfc:metal/sheet/nickel, Nickel Sheet
tfc:metal/sheet/rose_gold, Rose Gold Sheet
tfc:metal/sheet/silver, Silver Sheet
tfc:metal/sheet/tin, Tin Sheet
tfc:metal/sheet/zinc, Zinc Sheet
tfc:metal/sheet/sterling_silver, Sterling Silver Sheet
tfc:metal/sheet/wrought_iron, Wrought Iron Sheet
tfc:metal/sheet/pig_iron, Pig Iron Sheet
tfc:metal/sheet/steel, Steel Sheet
tfc:metal/sheet/platinum, Platinum Sheet
tfc:metal/sheet/black_steel, Black Steel Sheet
tfc:metal/sheet/blue_steel, Blue Steel Sheet
tfc:metal/sheet/red_steel, Red Steel Sheet
tfc:metal/double_sheet/bismuth, Bismuth Double Sheet
tfc:metal/double_sheet/bismuth_bronze, Bismuth Bronze Double Sheet
tfc:metal/double_sheet/black_bronze, Black Bronze Double Sheet
tfc:metal/double_sheet/brass, Brass Double Sheet
tfc:metal/double_sheet/bronze, Bronze Double Sheet
tfc:metal/double_sheet/copper, Copper Double Sheet
tfc:metal/double_sheet/gold, Gold Double Sheet
tfc:metal/double_sheet/lead, Lead Double Sheet
tfc:metal/double_sheet/nickel, Nickel Double Sheet
tfc:metal/double_sheet/rose_gold, Rose Gold Double Sheet
tfc:metal/double_sheet/silver, Silver Double Sheet
tfc:metal/double_sheet/tin, Tin Double Sheet
tfc:metal/double_sheet/zinc, Zinc Double Sheet
tfc:metal/double_sheet/sterling_silver, Sterling Silver Double Sheet
tfc:metal/double_sheet/wrought_iron, Wrought Iron Double Sheet
tfc:metal/double_sheet/pig_iron, Pig Iron Double Sheet
tfc:metal/double_sheet/steel, Steel Double Sheet
tfc:metal/double_sheet/platinum, Platinum Double Sheet
tfc:metal/double_sheet/black_steel, Black Steel Double Sheet
tfc:metal/double_sheet/blue_steel, Blue Steel Double Sheet
tfc:metal/double_sheet/red_steel, Red Steel Double Sheet
tfc:metal/rod/gold, Gold Rod
tfc:metal/rod/wrought_iron, Wrought Iron Rod
tfc:metal/rod/steel, Steel Rod
tfc:metal/anvil/bismuth_bronze, Bismuth Bronze Anvil
tfc:metal/anvil/black_bronze, Black Bronze Anvil
tfc:metal/anvil/bronze, Bronze Anvil
tfc:metal/anvil/copper, Copper Anvil
tfc:metal/anvil/wrought_iron, Wrought Iron Anvil
tfc:metal/anvil/steel, Steel Anvil
tfc:metal/anvil/black_steel, Black Steel Anvil
tfc:metal/anvil/blue_steel, Blue Steel Anvil
tfc:metal/anvil/red_steel, Red Steel Anvil
tfc:metal/tuyere/bismuth_bronze, Bismuth Bronze Tuyere
tfc:metal/tuyere/black_bronze, Black Bronze Tuyere
tfc:metal/tuyere/bronze, Bronze Tuyere
tfc:metal/tuyere/copper, Copper Tuyere
tfc:metal/tuyere/wrought_iron, Wrought Iron Tuyere
tfc:metal/tuyere/steel, Steel Tuyere
tfc:metal/tuyere/black_steel, Black Steel Tuyere
tfc:metal/tuyere/blue_steel, Blue Steel Tuyere
tfc:metal/tuyere/red_steel, Red Steel Tuyere
tfc:metal/lamp/bismuth, Bismuth Lamp
tfc:metal/lamp/bismuth_bronze, Bismuth Bronze Lamp
tfc:metal/lamp/black_bronze, Black Bronze Lamp
tfc:metal/lamp/brass, Brass Lamp
tfc:metal/lamp/bronze, Bronze Lamp
tfc:metal/lamp/copper, Copper Lamp
tfc:metal/lamp/gold, Gold Lamp
tfc:metal/lamp/lead, Lead Lamp
tfc:metal/lamp/nickel, Nickel Lamp
tfc:metal/lamp/rose_gold, Rose Gold Lamp
tfc:metal/lamp/silver, Silver Lamp
tfc:metal/lamp/tin, Tin Lamp
tfc:metal/lamp/zinc, Zinc Lamp
tfc:metal/lamp/sterling_silver, Sterling Silver Lamp
tfc:metal/lamp/wrought_iron, Wrought Iron Lamp
tfc:metal/lamp/pig_iron, Pig Iron Lamp
tfc:metal/lamp/steel, Steel Lamp
tfc:metal/lamp/platinum, Platinum Lamp
tfc:metal/lamp/black_steel, Black Steel Lamp
tfc:metal/lamp/blue_steel, Blue Steel Lamp
tfc:metal/lamp/red_steel, Red Steel Lamp
tfc:metal/pick/bismuth_bronze, Bismuth Bronze Pickaxe
tfc:metal/pick/black_bronze, Black Bronze Pickaxe
tfc:metal/pick/bronze, Bronze Pickaxe
tfc:metal/pick/copper, Copper Pickaxe
tfc:metal/pick/wrought_iron, Wrought Iron Pickaxe
tfc:metal/pick/steel, Steel Pickaxe
tfc:metal/pick/black_steel, Black Steel Pickaxe
tfc:metal/pick/blue_steel, Blue Steel Pickaxe
tfc:metal/pick/red_steel, Red Steel Pickaxe
tfc:metal/pick_head/bismuth_bronze, Bismuth Bronze Pickaxe Head
tfc:metal/pick_head/black_bronze, Black Bronze Pickaxe Head
tfc:metal/pick_head/bronze, Bronze Pickaxe Head
tfc:metal/pick_head/copper, Copper Pickaxe Head
tfc:metal/pick_head/wrought_iron, Wrought Iron Pickaxe Head
tfc:metal/pick_head/steel, Steel Pickaxe Head
tfc:metal/pick_head/black_steel, Black Steel Pickaxe Head
tfc:metal/pick_head/blue_steel, Blue Steel Pickaxe Head
tfc:metal/pick_head/red_steel, Red Steel Pickaxe Head
tfc:metal/shovel/bismuth_bronze, Bismuth Bronze Shovel
tfc:metal/shovel/black_bronze, Black Bronze Shovel
tfc:metal/shovel/bronze, Bronze Shovel
tfc:metal/shovel/copper, Copper Shovel
tfc:metal/shovel/wrought_iron, Wrought Iron Shovel
tfc:metal/shovel/steel, Steel Shovel
tfc:metal/shovel/black_steel, Black Steel Shovel
tfc:metal/shovel/blue_steel, Blue Steel Shovel
tfc:metal/shovel/red_steel, Red Steel Shovel
tfc:metal/shovel_head/bismuth_bronze, Bismuth Bronze Shovel Head
tfc:metal/shovel_head/black_bronze, Black Bronze Shovel Head
tfc:metal/shovel_head/bronze, Bronze Shovel Head
tfc:metal/shovel_head/copper, Copper Shovel Head
tfc:metal/shovel_head/wrought_iron, Wrought Iron Shovel Head
tfc:metal/shovel_head/steel, Steel Shovel Head
tfc:metal/shovel_head/black_steel, Black Steel Shovel Head
tfc:metal/shovel_head/blue_steel, Blue Steel Shovel Head
tfc:metal/shovel_head/red_steel, Red Steel Shovel Head
tfc:metal/axe/bismuth_bronze, Bismuth Bronze Axe
tfc:metal/axe/black_bronze, Black Bronze Axe
tfc:metal/axe/bronze, Bronze Axe
tfc:metal/axe/copper, Copper Axe
tfc:metal/axe/wrought_iron, Wrought Iron Axe
tfc:metal/axe/steel, Steel Axe
tfc:metal/axe/black_steel, Black Steel Axe
tfc:metal/axe/blue_steel, Blue Steel Axe
tfc:metal/axe/red_steel, Red Steel Axe
tfc:metal/axe_head/bismuth_bronze, Bismuth Bronze Axe Head
tfc:metal/axe_head/black_bronze, Black Bronze Axe Head
tfc:metal/axe_head/bronze, Bronze Axe Head
tfc:metal/axe_head/copper, Copper Axe Head
tfc:metal/axe_head/wrought_iron, Wrought Iron Axe Head
tfc:metal/axe_head/steel, Steel Axe Head
tfc:metal/axe_head/black_steel, Black Steel Axe Head
tfc:metal/axe_head/blue_steel, Blue Steel Axe Head
tfc:metal/axe_head/red_steel, Red Steel Axe Head
tfc:metal/hoe/bismuth_bronze, Bismuth Bronze Hoe
tfc:metal/hoe/black_bronze, Black Bronze Hoe
tfc:metal/hoe/bronze, Bronze Hoe
tfc:metal/hoe/copper, Copper Hoe
tfc:metal/hoe/wrought_iron, Wrought Iron Hoe
tfc:metal/hoe/steel, Steel Hoe
tfc:metal/hoe/black_steel, Black Steel Hoe
tfc:metal/hoe/blue_steel, Blue Steel Hoe
tfc:metal/hoe/red_steel, Red Steel Hoe
tfc:metal/hoe_head/bismuth_bronze, Bismuth Bronze Hoe Head
tfc:metal/hoe_head/black_bronze, Black Bronze Hoe Head
tfc:metal/hoe_head/bronze, Bronze Hoe Head
tfc:metal/hoe_head/copper, Copper Hoe Head
tfc:metal/hoe_head/wrought_iron, Wrought Iron Hoe Head
tfc:metal/hoe_head/steel, Steel Hoe Head
tfc:metal/hoe_head/black_steel, Black Steel Hoe Head
tfc:metal/hoe_head/blue_steel, Blue Steel Hoe Head
tfc:metal/hoe_head/red_steel, Red Steel Hoe Head
tfc:metal/chisel/bismuth_bronze, Bismuth Bronze Chisel
tfc:metal/chisel/black_bronze, Black Bronze Chisel
tfc:metal/chisel/bronze, Bronze Chisel
tfc:metal/chisel/copper, Copper Chisel
tfc:metal/chisel/wrought_iron, Wrought Iron Chisel
tfc:metal/chisel/steel, Steel Chisel
tfc:metal/chisel/black_steel, Black Steel Chisel
tfc:metal/chisel/blue_steel, Blue Steel Chisel
tfc:metal/chisel/red_steel, Red Steel Chisel
tfc:metal/chisel_head/bismuth_bronze, Bismuth Bronze Chisel Head
tfc:metal/chisel_head/black_bronze, Black Bronze Chisel Head
tfc:metal/chisel_head/bronze, Bronze Chisel Head
tfc:metal/chisel_head/copper, Copper Chisel Head
tfc:metal/chisel_head/wrought_iron, Wrought Iron Chisel Head
tfc:metal/chisel_head/steel, Steel Chisel Head
tfc:metal/chisel_head/black_steel, Black Steel Chisel Head
tfc:metal/chisel_head/blue_steel, Blue Steel Chisel Head
tfc:metal/chisel_head/red_steel, Red Steel Chisel Head
tfc:metal/sword/bismuth_bronze, Bismuth Bronze Sword
tfc:metal/sword/black_bronze, Black Bronze Sword
tfc:metal/sword/bronze, Bronze Sword
tfc:metal/sword/copper, Copper Sword
tfc:metal/sword/wrought_iron, Wrought Iron Sword
tfc:metal/sword/steel, Steel Sword
tfc:metal/sword/black_steel, Black Steel Sword
tfc:metal/sword/blue_steel, Blue Steel Sword
tfc:metal/sword/red_steel, Red Steel Sword
tfc:metal/sword_blade/bismuth_bronze, Bismuth Bronze Sword Blade
tfc:metal/sword_blade/black_bronze, Black Bronze Sword Blade
tfc:metal/sword_blade/bronze, Bronze Sword Blade
tfc:metal/sword_blade/copper, Copper Sword Blade
tfc:metal/sword_blade/wrought_iron, Wrought Iron Sword Blade
tfc:metal/sword_blade/steel, Steel Sword Blade
tfc:metal/sword_blade/black_steel, Black Steel Sword Blade
tfc:metal/sword_blade/blue_steel, Blue Steel Sword Blade
tfc:metal/sword_blade/red_steel, Red Steel Sword Blade
tfc:metal/mace/bismuth_bronze, Bismuth Bronze Mace
tfc:metal/mace/black_bronze, Black Bronze Mace
tfc:metal/mace/bronze, Bronze Mace
tfc:metal/mace/copper, Copper Mace
tfc:metal/mace/wrought_iron, Wrought Iron Mace
tfc:metal/mace/steel, Steel Mace
tfc:metal/mace/black_steel, Black Steel Mace
tfc:metal/mace/blue_steel, Blue Steel Mace
tfc:metal/mace/red_steel, Red Steel Mace
tfc:metal/mace_head/bismuth_bronze, Bismuth Bronze Mace Head
tfc:metal/mace_head/black_bronze, Black Bronze Mace Head
tfc:metal/mace_head/bronze, Bronze Mace Head
tfc:metal/mace_head/copper, Copper Mace Head
tfc:metal/mace_head/wrought_iron, Wrought Iron Mace Head
tfc:metal/mace_head/steel, Steel Mace Head
tfc:metal/mace_head/black_steel, Black Steel Mace Head
tfc:metal/mace_head/blue_steel, Blue Steel Mace Head
tfc:metal/mace_head/red_steel, Red Steel Mace Head
tfc:metal/saw/bismuth_bronze, Bismuth Bronze Saw
tfc:metal/saw/black_bronze, Black Bronze Saw
tfc:metal/saw/bronze, Bronze Saw
tfc:metal/saw/copper, Copper Saw
tfc:metal/saw/wrought_iron, Wrought Iron Saw
tfc:metal/saw/steel, Steel Saw
tfc:metal/saw/black_steel, Black Steel Saw
tfc:metal/saw/blue_steel, Blue Steel Saw
tfc:metal/saw/red_steel, Red Steel Saw
tfc:metal/saw_blade/bismuth_bronze, Bismuth Bronze Saw Blade
tfc:metal/saw_blade/black_bronze, Black Bronze Saw Blade
tfc:metal/saw_blade/bronze, Bronze Saw Blade
tfc:metal/saw_blade/copper, Copper Saw Blade
tfc:metal/saw_blade/wrought_iron, Wrought Iron Saw Blade
tfc:metal/saw_blade/steel, Steel Saw Blade
tfc:metal/saw_blade/black_steel, Black Steel Saw Blade
tfc:metal/saw_blade/blue_steel, Blue Steel Saw Blade
tfc:metal/saw_blade/red_steel, Red Steel Saw Blade
tfc:metal/javelin/bismuth_bronze, Bismuth Bronze Javelin
tfc:metal/javelin/black_bronze, Black Bronze Javelin
tfc:metal/javelin/bronze, Bronze Javelin
tfc:metal/javelin/copper, Copper Javelin
tfc:metal/javelin/wrought_iron, Wrought Iron Javelin
tfc:metal/javelin/steel, Steel Javelin
tfc:metal/javelin/black_steel, Black Steel Javelin
tfc:metal/javelin/blue_steel, Blue Steel Javelin
tfc:metal/javelin/red_steel, Red Steel Javelin
tfc:metal/javelin_head/bismuth_bronze, Bismuth Bronze Javelin Head
tfc:metal/javelin_head/black_bronze, Black Bronze Javelin Head
tfc:metal/javelin_head/bronze, Bronze Javelin Head
tfc:metal/javelin_head/copper, Copper Javelin Head
tfc:metal/javelin_head/wrought_iron, Wrought Iron Javelin Head
tfc:metal/javelin_head/steel, Steel Javelin Head
tfc:metal/javelin_head/black_steel, Black Steel Javelin Head
tfc:metal/javelin_head/blue_steel, Blue Steel Javelin Head
tfc:metal/javelin_head/red_steel, Red Steel Javelin Head
tfc:metal/hammer/bismuth_bronze, Bismuth Bronze Hammer
tfc:metal/hammer/black_bronze, Black Bronze Hammer
tfc:metal/hammer/bronze, Bronze Hammer
tfc:metal/hammer/copper, Copper Hammer
tfc:metal/hammer/wrought_iron, Wrought Iron Hammer
tfc:metal/hammer/steel, Steel Hammer
tfc:metal/hammer/black_steel, Black Steel Hammer
tfc:metal/hammer/blue_steel, Blue Steel Hammer
tfc:metal/hammer/red_steel, Red Steel Hammer
tfc:metal/hammer_head/bismuth_bronze, Bismuth Bronze Hammer Head
tfc:metal/hammer_head/black_bronze, Black Bronze Hammer Head
tfc:metal/hammer_head/bronze, Bronze Hammer Head
tfc:metal/hammer_head/copper, Copper Hammer Head
tfc:metal/hammer_head/wrought_iron, Wrought Iron Hammer Head
tfc:metal/hammer_head/steel, Steel Hammer Head
tfc:metal/hammer_head/black_steel, Black Steel Hammer Head
tfc:metal/hammer_head/blue_steel, Blue Steel Hammer Head
tfc:metal/hammer_head/red_steel, Red Steel Hammer Head
tfc:metal/propick/bismuth_bronze, Bismuth Bronze Prospector's Pickaxe
tfc:metal/propick/black_bronze, Black Bronze Prospector's Pickaxe
tfc:metal/propick/bronze, Bronze Prospector's Pickaxe
tfc:metal/propick/copper, Copper Prospector's Pickaxe
tfc:metal/propick/wrought_iron, Wrought Iron Prospector's Pickaxe
tfc:metal/propick/steel, Steel Prospector's Pickaxe
tfc:metal/propick/black_steel, Black Steel Prospector's Pickaxe
tfc:metal/propick/blue_steel, Blue Steel Prospector's Pickaxe
tfc:metal/propick/red_steel, Red Steel Prospector's Pickaxe
tfc:metal/propick_head/bismuth_bronze, Bismuth Bronze Prospector's Pickaxe Head
tfc:metal/propick_head/black_bronze, Black Bronze Prospector's Pickaxe Head
tfc:metal/propick_head/bronze, Bronze Prospector's Pickaxe Head
tfc:metal/propick_head/copper, Copper Prospector's Pickaxe Head
tfc:metal/propick_head/wrought_iron, Wrought Iron Prospector's Pickaxe Head
tfc:metal/propick_head/steel, Steel Prospector's Pickaxe Head
tfc:metal/propick_head/black_steel, Black Steel Prospector's Pickaxe Head
tfc:metal/propick_head/blue_steel, Blue Steel Prospector's Pickaxe Head
tfc:metal/propick_head/red_steel, Red Steel Prospector's Pickaxe Head
tfc:metal/knife/bismuth_bronze, Bismuth Bronze Knife
tfc:metal/knife/black_bronze, Black Bronze Knife
tfc:metal/knife/bronze, Bronze Knife
tfc:metal/knife/copper, Copper Knife
tfc:metal/knife/wrought_iron, Wrought Iron Knife
tfc:metal/knife/steel, Steel Knife
tfc:metal/knife/black_steel, Black Steel Knife
tfc:metal/knife/blue_steel, Blue Steel Knife
tfc:metal/knife/red_steel, Red Steel Knife
tfc:metal/knife_blade/bismuth_bronze, Bismuth Bronze Knife Blade
tfc:metal/knife_blade/black_bronze, Black Bronze Knife Blade
tfc:metal/knife_blade/bronze, Bronze Knife Blade
tfc:metal/knife_blade/copper, Copper Knife Blade
tfc:metal/knife_blade/wrought_iron, Wrought Iron Knife Blade
tfc:metal/knife_blade/steel, Steel Knife Blade
tfc:metal/knife_blade/black_steel, Black Steel Knife Blade
tfc:metal/knife_blade/blue_steel, Blue Steel Knife Blade
tfc:metal/knife_blade/red_steel, Red Steel Knife Blade
tfc:metal/scythe/bismuth_bronze, Bismuth Bronze Scythe
tfc:metal/scythe/black_bronze, Black Bronze Scythe
tfc:metal/scythe/bronze, Bronze Scythe
tfc:metal/scythe/copper, Copper Scythe
tfc:metal/scythe/wrought_iron, Wrought Iron Scythe
tfc:metal/scythe/steel, Steel Scythe
tfc:metal/scythe/black_steel, Black Steel Scythe
tfc:metal/scythe/blue_steel, Blue Steel Scythe
tfc:metal/scythe/red_steel, Red Steel Scythe
tfc:metal/scythe_blade/bismuth_bronze, Bismuth Bronze Scythe Blade
tfc:metal/scythe_blade/black_bronze, Black Bronze Scythe Blade
tfc:metal/scythe_blade/bronze, Bronze Scythe Blade
tfc:metal/scythe_blade/copper, Copper Scythe Blade
tfc:metal/scythe_blade/wrought_iron, Wrought Iron Scythe Blade
tfc:metal/scythe_blade/steel, Steel Scythe Blade
tfc:metal/scythe_blade/black_steel, Black Steel Scythe Blade
tfc:metal/scythe_blade/blue_steel, Blue Steel Scythe Blade
tfc:metal/scythe_blade/red_steel, Red Steel Scythe Blade
tfc:metal/shears/bismuth_bronze, Bismuth Bronze Shears
tfc:metal/shears/black_bronze, Black Bronze Shears
tfc:metal/shears/bronze, Bronze Shears
tfc:metal/shears/copper, Copper Shears
tfc:metal/shears/wrought_iron, Wrought Iron Shears
tfc:metal/shears/steel, Steel Shears
tfc:metal/shears/black_steel, Black Steel Shears
tfc:metal/shears/blue_steel, Blue Steel Shears
tfc:metal/shears/red_steel, Red Steel Shears
tfc:metal/unfinished_helmet/bismuth_bronze, Unfinished Bismuth Bronze Helmet
tfc:metal/unfinished_helmet/black_bronze, Unfinished Black Bronze Helmet
tfc:metal/unfinished_helmet/bronze, Unfinished Bronze Helmet
tfc:metal/unfinished_helmet/copper, Unfinished Copper Helmet
tfc:metal/unfinished_helmet/wrought_iron, Unfinished Wrought Iron Helmet
tfc:metal/unfinished_helmet/steel, Unfinished Steel Helmet
tfc:metal/unfinished_helmet/black_steel, Unfinished Black Steel Helmet
tfc:metal/unfinished_helmet/blue_steel, Unfinished Blue Steel Helmet
tfc:metal/unfinished_helmet/red_steel, Unfinished Red Steel Helmet
tfc:metal/helmet/bismuth_bronze, Bismuth Bronze Helmet
tfc:metal/helmet/black_bronze, Black Bronze Helmet
tfc:metal/helmet/bronze, Bronze Helmet
tfc:metal/helmet/copper, Copper Helmet
tfc:metal/helmet/wrought_iron, Wrought Iron Helmet
tfc:metal/helmet/steel, Steel Helmet
tfc:metal/helmet/black_steel, Black Steel Helmet
tfc:metal/helmet/blue_steel, Blue Steel Helmet
tfc:metal/helmet/red_steel, Red Steel Helmet
tfc:metal/unfinished_chestplate/bismuth_bronze, Unfinished Bismuth Bronze Chestplate
tfc:metal/unfinished_chestplate/black_bronze, Unfinished Black Bronze Chestplate
tfc:metal/unfinished_chestplate/bronze, Unfinished Bronze Chestplate
tfc:metal/unfinished_chestplate/copper, Unfinished Copper Chestplate
tfc:metal/unfinished_chestplate/wrought_iron, Unfinished Wrought Iron Chestplate
tfc:metal/unfinished_chestplate/steel, Unfinished Steel Chestplate
tfc:metal/unfinished_chestplate/black_steel, Unfinished Black Steel Chestplate
tfc:metal/unfinished_chestplate/blue_steel, Unfinished Blue Steel Chestplate
tfc:metal/unfinished_chestplate/red_steel, Unfinished Red Steel Chestplate
tfc:metal/chestplate/bismuth_bronze, Bismuth Bronze Chestplate
tfc:metal/chestplate/black_bronze, Black Bronze Chestplate
tfc:metal/chestplate/bronze, Bronze Chestplate
tfc:metal/chestplate/copper, Copper Chestplate
tfc:metal/chestplate/wrought_iron, Wrought Iron Chestplate
tfc:metal/chestplate/steel, Steel Chestplate
tfc:metal/chestplate/black_steel, Black Steel Chestplate
tfc:metal/chestplate/blue_steel, Blue Steel Chestplate
